제목,내용,게시자,게시날짜
글 쓸 결심,갑분싸 진지충 재미없어 오글거린다 이런 말들은 누군가의 진지함을 조롱하지만 이러한 말들에 지지 않아야겠다고 꾸준히 생각해 왔다 요즘처럼 허상의 이미지들 사이에서 굳건한 활자로 ‘나다움’에만 집중할 수 있는 공간 정도는 누릴 수 있어야지 길고 지루하더라도...,디자이너의 합리적인 영수증,3일 전
뭔놈의 부캐 또 키우라고??,야이씨 게임 그냥 너덜너덜한데 갑분싸 뭐냐,던파 커뮤니티 카페,3일 전
손절한 친구,"20 년지기 친구인데 4년 전 손절했어요 근데 요근래 자꾸 꿈에 나오네요ㅠ 친구가 40대인데 미혼에 소녀가장이에요. 한번은 일하면서 더 예쁘고 밝은 모습이길래 , 잘지내구나 싶어 내심 다행이다 생각했는데. 오늘도 나와서는 좋은 지역으로 이사갔다고 어필하더라구요...","레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아]",3일 전
istp 친구의 마음이 궁금해요,이런 포인트를 여러번 느껴서… 좋은 얘기가 아닌데 디게 깔깔 대며 얘기하는데 왜 웃는건지 물어볼까도 얘기를 해볼까도 하다가 갑분싸 될거 같고 궁금해요 혹 주변에 계실까요? 아님 본인이 그런편이면 왜 그런건지 저를 베프라 생각하고 집안 경조사 다 참여하고...,MBTI 심리 카페,3일 전
어쩌다.. 9월?,얼굴 처럼 나와서 가리기 ㅋㅋㅎㅎ 오빠랑 보드게임카페 가따 ㅎㅎ 내가 사실 가고 싶다고 가자구 함 사실 그 전에 약간 다퉈서 분위기 개 ~ 갑분싸 였는데 게임하니깐 서로 괜차나져또 ㅎㅎ 9/7 오디가지 오디가지 하다가 오빠가 보쌈 먹쟈!! 해서 ㅇㅋ 하구 가는데 갑자기...,Play.-.log,3일 전
"""성범죄 피의자가 국가대표?""…황의조, 중국전 출전에 비난 쏟아져","부끄럽다"", ""기분 좋게 보다가 황의조 들어오고 나서 기분 잡쳤다"", ""황의조 철판 너무 두껍다"", ""황의조 나가라"", ""황의조 때문에 갑분싸 됐다"", ""황의조 옆에 있다는 이유로 욕먹는 다른 선수들은 뭔 죄냐. 이게 한 팀이 될 수 있다고 생각하냐"", ""월드컵 예선인데 국가...",내외일보,3일 전
465일차 - 첫 영국회사 면접,"전반적인 느낌으로는 Dry Bulk Market 리포트를 조금이라도 안 훑고 갔으면 한마디도 못하고 갑분싸 될 뻔 했는데 다행히 몇줄이라도 읽어 갔고, 질문을 거의 7~8개 준비해가서 그나마 30분 정도 채운 것 같다. 내가 해운 시장을 면밀하게 모니터링하고 있지 않은 게 티가...",일기장,3일 전
인증 메타 끝은 꼭 이렇다니까,갑분싸 나기 전에 째야됨 ㅋㅋ 술 마시러 가야징 ~,포만한 수학 연구소,3일 전
우리집 샌드위치,남편이 파는 거보다 맛있다네요 그도 그럴것이 남편 거의 12시간 굶음 제가 어제 술먹고 ㅡ나 80kg넘으니까 너도 넘어야된다ㅡ고 주정부렸나봐요ㅋㅋㅋ미쳐 갑분싸 왜 그런 거짓부렁 가스라이팅을~~암턴 남편이 끼니를 자주 걸러서 좀 그래요 씨겨자는 제 것만 넣고요 양파도...,"레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아]",4일 전
일상이 도파민,-모래내요 사진들의 비하인드 (잘 좀 찍으라고 꼽주면서 야림) 복고소녀 지영 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ 2차로 숙소와서 이 날 빈티지 라방 또 달렷는데 내가 원하는 갈망템 실패해서 갑분싸 되고 나 짐빔 레몬 원샷 하고 잤짢아 얼굴 벌개진 채로...,뜨뜻미지근,4일 전
미리메리크리스마스,우린 누른게 없는데 결제하고 보니 화면에 채형원씨 등장;;;;갑분싸됨 ;;;; 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어이없어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기긴하다ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ 앞에 잇던 외국인들이 누르고 그냥 나갓던거엿음... 꿋꿋하게 다시찍기 zzㅋㅋㅋㅋㅋㅋㅋㅋ...,･ﾟ*:･ﾟ✧*:･ﾟ✧,4일 전
13주차 외부강사 초정 후기,"갑분싸되면 어쩌지 걱정 많이 했는데 먹혔다니 다행이네요 재무형님이 쉬는 시간에 발표 때 제가 알려드린 일본어를 까먹고 이상한 말을 하더군요. 까먹으신 분들을 위해 다시 헌팅멘트 알려드립니다. 발표 때 일본가신다 하셨던 명준님, 은재님 일본에서 좋은 인연 닿기를!...",대학생 연합 발표 동아리 Focus Lip,4일 전
신혼여행 1일차_인천에서 바르셀로나!,(갑분싸...) ㅋㅋㅋ포즈 노력도 안하면서 찍어주는사람이 인생컷 만들어내라는 나의심보.... 미안함다...♥ 보트를 타고오니 이렇게 바셀의 밤이 시작됐어요 조명 느낌 너무 조쿠요 느낌적인 느낌으로다가 끌리는 레스토랑 착석 내 여행 첫 샹그리아 신랑은 맥주인데... 빅...,밍꾸의 일상 :-),4일 전
@개고수환영@ 지금부터 벌레랑 랭 돌리실~~ 5티어 디코 4인팟… 구합니다 (2/4),져서 갑분싸되고 무뚝뚝해지시고 그러시면 .. 좀 무섭습니다.. 편한 분위기로 같이 게임하실분… 브리핑해주시거나 못하는 벌레들(저희)를 본인이 육성게임처럼 레벨업해주고싶다 하면 오히려 감사하구요 환영합니다 강하게 키워주셔도 ㄱㅊ은데 벌레인 저희를 너무...,제5인격 공식 카페,4일 전
맛있어서 또간집 <다온 쭈꾸미> 강추~ 고르곤졸라 피자 무료 in 부천,근데 이야기 들어보니 원래 혼밥을 잘 하는 동생이었네요 ㅎㅎ (갑분싸;;)ㅠㅠ 전 혼밥을 잘 하지 못해.. 챙겨주려고 한건데 ㅎㅎ 그래도 본인도 이곳에 또 가고 싶었다고 하니 다행이다 싶었네요ㅋㅋ 이곳은 다온 쭈꾸미 해물찜 이렇게 상호명이 나오더라구요~ 예전에는...,게으름과 부지럼 사이,4일 전
입시,하니까 언니가 자기가 먼저 확인하겠다고 그래서 하씨 떨어지면 갑분싸인데 생각하고 폰 넘김 시은아.. 아..하.. 이러길래 ㄹㅇ 속음 진짜 표정까지 안좋아져서 진짜 떨어졌다 이랬는데 합격!!!!!!!!!!!!! 이래서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다같이 차타고있었는데...,_,4일 전
먹을거리 가득한 #인천차이나타운,저는 집 가져와서먹었는데 가족들이 보고 이게 뭐야~하더니 제가 제대로 안식혀와서그런지 한입먹고는 다들 갑분싸되었다는 6번째는 사과파이전문점 동화당 여기 정말 강추드립니다... 대존맛 ✨️✨️ 집오는 길에 걍 사갈까하구 산건데 정말 맛있었어요..ㅠㅠ 바삭하고...,희희하하호호,4일 전
"소유나] 아프리카, 인방용어 퀴즈","갑분싸 - 갑자기 분뇨를 싸지름 어려운 신조어가 많죠. 그러니 퀴즈로 쓰기 적절합니다. 인방, 아프리카 용어도 마찬가지 줄임말, 초성, 쓰면 안되는 말 등등 많습니다 채팅창, 합방 등 방송을 하다보면 자주 마주하겠죠. 퀵뷰라는 단어도 몰랐던 뉴비? 야한 냄새 나죠? 앞잘알...",무엔터 Moo Ent.,4일 전
2023년 11월 셋째 주,내가 무얼하든 그렇게 못마땅해 할거면서 시비걸 때마다 반박했다고 분위기 갑분싸 만들면서 짜증난다며 나가버리면 남은 내가 뭐가 될까. 어른이라면 맨정신의 인간이라면 자신이 기분이 나쁘다고 상대방까지 기분나쁘게 해가며 화풀이를 한 후에 동행인을 버려둔 채...,시간은 계속 흐르고,4일 전
부모님 여행 10계명 금지어 ㅋㅋㅋ 너무 공감,"돈 아깝다 금지 일곱, 이 돈이면 집에서 해 먹는 게 낫겠다 금지 여덟, 이거 무슨 맛으로 먹냐 금지 아홉, 이거 한국 돈으로 얼마냐 금지 열, 물이 제일 맛있다 금지 이 외에도 ""더워서 숨을 못 쉬겠다"", ""인상 쓰고 갑분싸"", ""거길 꼭 가야돼?"" 등등 공감가는 금지어가 많네요 ㅋㅋ",생동성·임상 공식 커뮤니티(건강·의학·질환·고혈압·전립선),4일 전
자꾸 고쳐주는 사람은 왜이러는걸까요?,"세일할때 사야되는데, 사이트는 어디가 저렴해"" 진짜 매번 이런식의 흐름입니다.,. 제가 그느낌을 제대로 전달을 못하겠네요 이런 토크로 이어갈때마다 사무실 갑분싸되고 직원들은 뒤에서 저직원 컨셉이냐고 적응이 안되다고 하고있어요 ..잘 챙겨줘야는데..뭔가 어렵네요..",직장인 탐구생활,4일 전
크리스마스인형선물 산타리니 크리스마스장식꾸미기 원픽,몽글한 수염이 자꾸만 만지고 싶고 안고싶고 소장욕구 이백퍼센트 들게하는 홈트너 베스트템이니까여 홈트너 산타리니 is 뭔들 실내는 물론 실외공간 어디든 툭 놔뒀을뿐인데 홈카페 분위기 갑분싸 연말시즌으로 만들어버리는 저 ~ 확고한 포인트 ! 만만세 이토록...,다둥이맘의 달달한 행복여행♡,4일 전
[추격컨텐츠] 김봉준을 잡아라,"혹시 넘어져서 다치면 갑분싸. 3. 컨텐츠 취지 및 컨텐츠 재미 요소 - 컨텐츠 취지 : 매일 진행자로서 봉준이가 주도적으로 이끌어가는 방송에서, 멤버들 스스로가 게임에 적극적으로 참여하며 동시에 봉준이와 함께 방송이 가능. - 재미 요소 : 멤버들과 시청자간의 소통으로...",무엔터 Moo Ent.,4일 전
[몰디브] 해삐 허니문 in AYADA MALDIVES (2),갑분싸였지만 그냥 물고기나 구경하러 가자고 하며 스노쿨링을 하러 갔다.. 물놀이 후 국룰 = 제로디그리 웬만한 메뉴는 다 먹어봤지만 아직도 생각나는 음식은 락앤롤 쉬림프와 덤플링... 저 새우튀김 때문에 귀국하자마자 스리라차마요를 샀다. 존맛밥과 디저트 하루종일...,맹상,4일 전
"성범죄 피의자가 국가대표?""…황의조, 중국전 교체 출전에 비난 폭주","부끄럽다"", ""기분 좋게 보다가 황의조 들어오고 나서 기분 잡쳤다"", ""황의조 철판 너무 두껍다"", ""황의조 나가라"", ""황의조 때문에 갑분싸 됐다"", ""황의조 옆에 있다는 이유로 욕먹는 다른 선수들은 뭔 죄냐. 이게 한 팀이 될 수 있다고 생각하냐"", ""월드컵 예선인데 국가...",2023 세종고 1학년 4반,4일 전
치앙마이 2탄,분위기 갑분싸되고 다 먹지도 못하고 버림 ㅠㅠ 혹시나 싶어서 시켜본건데 와 진짜 태국 로띠가 훨~~씬 맛있었다... 또 먹고 싶은 음식중 하나인 로띠 걷다가 다리가 좀 아프길래 오늘은 다리 마사지만 받기로 하고 길가다 보이는 곳으로 그냥 들어갔다 ㅋㅋㅋ 가격도 착했는데...,yulog♥️,4일 전
파워 디지몬 최고 갑분싸 장면.png,완전체가 나대는것도 못마땅한데 심지어 개못생김ㅡㅡ,말잘듣는 연두 카페,4일 전
아침에 버스에서 어떤분 벨살짝늦게눌러서 기사님 세워주세용 했는데 그냥가셔서 제가다민망 였는데,다시말하니 죄송하다고 못들었다고 내려주셨어영 그사이 제가다민망했네연 다행 그냥 다시는 기사님인쥴..,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,4일 전
이것좀 볼래?,"갑분싸 였다. 그래서 도넛 가게에 가서 도넛 하나를 샀다. 무려 한화로 5,600원 이였다. 그래도 맛은 있었다. 친구에게 말했다. 맛있디오. 맛있디오! 노숙자들이 일을 못하고 돈이 없는 것이 슬프고 이들은 사회 구조적으로 도와야 한다는 사람들의 세상에 이런 사람들이...",볼랜의 볼래 블로그,4일 전
인천대학교 교육대학원 면접 후기 및 최종 발표,"학회장님께서 마지막으로 각오를 듣고 싶다고 하셔서 일과 병행하면서 열심히 배울 각오가 있다고 말했고 교수님들의 호응이나 표정을 못 봐서 갑분싸 된 것 같아 '아 인천대학교는 내가 입학하기엔 글렀구나..!'라고 생각했움,, ㅜ 시간을 보니 11시 10분. 딱 10분 정도...",letitgoplease님의블로그,4일 전
2022년크리스마스캠핑,내가 준 선물ㅋㅋㅋㅋㅋㅋㅋ 맹수 등장 맹수가 나한테 갑분싸했다 갑자기 분뇨를 싸지름 ㅡㅡ 밥먹고 커피먹고 헤어졌당 ㅎㅎ 원래 준비한 선물 이건데 배송이 늦어져서 몸짱드렸다 이거 어따써..ㅜ 올해 또 한다면 써먹어야지 ㅎㅎ #크리스마스캠핑,1123,4일 전
"부모님 여행 10계명,금지어 가족여행 갈 때 십계명 필독! 해외여행 추천까지 알아가~","쓰고 갑분싸 금지’ ‘거길 꼭 가야겠어? 금지’ ‘여기 젊은 애들이나 오는 곳 아니야? 금지’ 등등 다양한 여행 금지어들이 생겼답니다~ 부모님과 여행 준비 꿀팁 ✔일정은 여유롭게! 맛집, 포토존 등을 하루에 2곳 이상 잡아 둔다면 아마 부모님들은 호텔을 나온 순간부터...",29년 아홉수 인생일기,4일 전
드립을 칠 때는 잘 생각해야 하는 이유.jpg,ㅋㅋㅋㅋ 적절한 드립은 분위기를 부드럽게 하고 재미있지만 막 던지면 갑분싸가 되어버리는 것 같습니다. ㅋㅋㅋ 수요일입니다. 벌써 한 주도 반이나 지나갔습니다. 모두 힘내세요!,정당한 보상,4일 전
[이탈리아 교환] 11/21 화_팀플&과제의 폭풍+귀여운 우리 팀,쳤다가 갑분싸 됨; 미안; 쨌든 좀 얘기하다가 나는 어카운팅 수업 간다고 ㅂㅂ2 하고 나옴 어카운팅 교수님이 나보고 ㅋㅋㅋㅋㅋ 발표 언제할거냐고 ㅠ 메일 받지 않았냐고 계속 그러셔서 결국 28일에 발표하고 4일에도 발표하고 18일에도 발표하기로 함 하 큰일났다^_^어캄...,뼝아리의 뼝알뼝알,4일 전
하석주 축구 해설 데뷔. 반갑읍니다 하석주 선생님. 에피소드 이모저모,있는데 갑분싸 백태클로 하석주 다이렉트 퇴장 당하심ㄷㄷ 백태클 엄격히 보겠다는 대회 심판진 방침이있어서 시범케이스에 제대로 걸린듯.. 결국 그래서 결론른..? 졌지뭐 그 때 전력이 10명으로 멕시코를 이길 재간이 있나 당시 멕시코 블랑코란 선수가 있었는데 걔가 볼을...,레고킴의 스포츠 인사이트,4일 전
여행일기를 써보자_보라카이 1,오더니 갑분싸(갑자기 분뇨를 싸지름) 웃는 얼굴로 오줌 싸버리기 귀에서 피 나시는데욥.. 바다 핫도그! 모든게 귀찮은 바다 핫도그! 등간지러운 강쥐 구석구석 산책하다가 각자 그늘 찾아서 앉아있는 친구강쥐들 발견 덜 익은 핫도그빵 왜이렇게 둔둔 하세욥? 방목형 강쥐들...,땃찌님의 블로그,4일 전
07.15 여름이었다,하고 직원 불러서 고수 안 시켰다고 카니까 주방 가지고 들어가더니 1분 만에 나와서 다시 줌 걍 고수만 건지고 다시 준거임 밥 먹는데 개빡쳐서 진심 한 마디도 안하다가 갑분싸 될까봐 이거 맛있다 이 소스 뿌려서 먹어봐 ^^ 정색 군만두 맛있네 먹어봐 정색...,영다블로,4일 전
시참해서 왜 성질내는거,갑분싸만들지말고 아예 시참을 안하시는건 어떰 뭔 자신감으로 유튜브에 찍힐라고 자진해서 나선거임,히장님 마을회관,5일 전
"21 NOV, 2023 / 일기_ 즐거운 나의 일, + 소비 기록 :) 아이폰 케이스 수집 미학, 킨 재스퍼 스니커즈","늘 즐겁던데요. ” 갑분싸. 내가 생각해도 나 좀 독특하다. 그래도 회사 생활에 나와 같은 모토를 가진, 비슷한 텐션의 친한 선배 S가 있어 전화 통화로 함께 의지하지! “ 매일매일이 재밌지 않아? 너무 소듕해! 우리 건강히 오래오래 일하자 :) ” 이러고 둘이 깔깔깔 일찍...",앰버 블로그,5일 전
2023.10.30~11.12 일상이야기,너무좋아 오랜만에 보는 전회사사람들과 같이 신나게 1차하고 2차에서 몇명 더 합류하고 여기 내가 함가보자해서 간 술집인데 ㅈㄴㅈㄴ별로여서 쪼매 갑분싸였다ㅋㅋㅋㅋㅋㅋㅋㅋ후^^;;;;; 2차 개별로여서 빠르게 자리정리하고 3차 #인쌩맥주 술은 생각보단 많이안마시고...,소소하고 특별한 범찌니 일상블로그,5일 전
제가 전에... 고백하자면ㅋ(갑분싸 예전덕질고백타임),ㅇㄴㅇ의 ㄷㄴㅇ팬이어서 솔로로 나왔을때 난생처음 팬카페에 가입해서 진짜 엄청난 스밍을 했습니다. 그때 덕질 첨이라서 멋모르고 휩쓸려 따라했는데 멜멜멜벅벅지지 이 정도는 다 기본으로 하시더라구요. 계정숫자입니다. 이렇게해도 순위올리기 쉽지 않더라구요 첨 이...,제로베이스원 (ZEROBASEONE 제베원 ZB1) 대표 팬카페 '제로즈',5일 전
