연/월,"""2번남""_빈도수",연/월,"""G.O.A.T""_빈도수",연/월,"""h워얼v""_빈도수",연/월,"""가심비""_빈도수",연/월,"""갸루피스""_빈도수",연/월,"""관짝밈""_빈도수",연/월,"""국룰""_빈도수",연/월,"""국힙원탑""_빈도수",연/월,"""귀요미""_빈도수",연/월,"""기모띠""_빈도수",연/월,"""꿀잼""_빈도수",연/월,"""나비보벳따우""_빈도수",연/월,"""나심비""_빈도수",연/월,"""낮져밤이""_빈도수",연/월,"""너또다""_빈도수",연/월,"""당모치""_빈도수",연/월,"""대환장파티""_빈도수",연/월,"""덕밍아웃""_빈도수",연/월,"""등골 브레이커""_빈도수",연/월,"""떼껄룩""_빈도수",연/월,"""똥꼬충""_빈도수",연/월,"""라떼는 말이야""_빈도수",연/월,"""레알""_빈도수",연/월,"""맘충""_빈도수",연/월,"""머선129""_빈도수",연/월,"""명존쎄""_빈도수",연/월,"""모히또에서 몰디브""_빈도수",연/월,"""몰?루""_빈도수",연/월,"""무야호""_빈도수",연/월,"""박박나나짜짜""_빈도수",연/월,"""복세편살""_빈도수",연/월,"""설참""_빈도수",연/월,"""쉽살재빙""_빈도수",연/월,"""실화냐""_빈도수",연/월,"""씹선비""_빈도수",연/월,"""오저치고""_빈도수",연/월,"""오팬무""_빈도수",연/월,"""제당슈만""_빈도수",연/월,"""존버""_빈도수",연/월,"""취존""_빈도수",연/월,"""킹받""_빈도수",연/월,"""탈룰라""_빈도수",연/월,"""투머치토커""_빈도수",연/월,"""티엠아이""_빈도수",연/월,"""하입보이요""_빈도수",연/월,"""합격목걸이""_빈도수",연/월,"""햄최몇""_빈도수",연/월,"""행복회로""_빈도수",연/월,"""행쇼""_빈도수",연/월,"""헬창""_빈도수"
,,May-19,150,,,,,,,,,,,,,Oct-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-22,150,,
,,Jun-19,150,,,,,,,,,,,,,Nov-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,May-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-22,150,,
,,Jul-19,150,,,,,,,,,,,,,Dec-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-22,150,,
,,Aug-19,150,,,,,,,,,,,,,Jan-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-22,150,,
,,Sep-19,150,,,,,,,,,,,,,Feb-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-22,150,,
,,Oct-19,150,,,,,,,,,,,,,Mar-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-22,150,,
,,Nov-19,150,,,,,,,,,,,,,Apr-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-23,150,,
,,Dec-19,150,,,,,,,,,,,,,May-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-23,150,,
,,Jan-20,150,,,,,,,,,,,,,Jun-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-23,150,,
,,Feb-20,150,,,,,,,,,,,,,Jul-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-23,150,,
,,Mar-20,150,,,,,,,,,,,,,Aug-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-23,150,,
,,Apr-20,150,,,,,,,,,,,,,Sep-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-23,150,,
,,May-20,150,,,,,,,,,,,,,Oct-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-23,150,,
,,Jun-20,150,,,,,,,,,,,,,Nov-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,May-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-23,150,,
,,Jul-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-23,150,,
,,Aug-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-23,150,,
,,Sep-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-23,150,,
,,Oct-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nov-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dec-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jan-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mar-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Apr-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,May-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jun-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jul-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aug-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sep-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oct-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nov-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dec-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jan-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mar-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Apr-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,May-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jun-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jul-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aug-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sep-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oct-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nov-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dec-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jan-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mar-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Apr-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,May-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jun-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jul-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aug-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sep-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oct-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nov-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-23,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
